"Name","ID","State","Network","County","Elevation_ft","Latitude","Longitude","HUC"
"Marble Creek","2149	","California","SCAN","Mono","6183","37.77767","-118.4209","180901020501	"
"Maricao Forest","15	","Puerto Rico","SCAN","Mayaguez","2450","18.15","-67.00468","210100030405	"
"Marion Forks","614	","Oregon","SNOTEL","Linn","2590","44.59397","-121.97365","170900050205	"
"Marlette Lake","615	","Nevada","SNOTEL","Carson City","7884","39.16395","-119.89672","160501010201	"
"Marquette","616	","Wyoming","SNOTEL","Park","8760","44.3016","-109.24019","100800130303	"
"Marten Ridge","999	","Washington","SNOTEL","Whatcom","3520","48.76292","-121.69823","171100051004	"
"Mascoma River","2043	","New Hampshire","SCAN","Grafton","1400","43.78333","-72.03333","010801060101	"
"Mason #1","2004	","Illinois","SCAN","Mason","570","40.31667","-89.9","071300030507	"
"Maverick Fork","617	","Arizona","SNOTEL","Apache","9200","33.92121","-109.45881","150601010104	"
"May Creek","1096	","Alaska","SNOTEL","Valdez-Cordova","1610","61.34783","-142.70967","190201031603	"
"Mayaguez TARS","2112	","Puerto Rico","SCAN","Mayaguez","45","18.20902","-67.13648","210100030301	"
"Mayday","2110	","Mississippi","SCAN","Yazoo","108","32.86153","-90.51989","080302060902	"
"Mc Clure Pass","618	","Colorado","SNOTEL","Pitkin","9500","39.12897","-107.28806","140200040203	"
"McAllister Farm","2075	","Tennessee","SCAN","Lincoln","913","35.06445","-86.59137","060300020302	"
"Mccoy Park","1040	","Colorado","SNOTEL","Eagle","9480","39.60468","-106.54128","140100030302	"
"Mccracken Mesa","2140	","Utah","SCAN","San Juan","5315","37.44671","-109.33776","140802010508	"
"Mckenzie","619	","Oregon","SNOTEL","Lane","4770","44.2103","-121.87292","170900040207	"
"Mcknight Cabin","1048	","New Mexico","SNOTEL","Grant","9240","33.00812","-107.86975","130302020103	"
"Mcneil Canyon","1003	","Alaska","SNOTEL","Kenai Peninsula","1320","59.74433","-151.25133","190203010806	"
"Mcneil River SGS","1191	","Alaska","SNOTEL","Kenai Peninsula","140","59.08332","-154.27543","190206021207	"
"Meadow Lake","620	","Idaho","SNOTEL","Lemhi","9150","44.43655","-113.31815","170602040101	"
"Meadows Pass","897	","Washington","SNOTEL","King","3230","47.28312","-121.47197","171100120101	"
"Med Bow","1196	","Wyoming","SNOTEL","Carbon","10500","41.37833","-106.34681","101800040302	"
"Medano Pass","914	","Colorado","SNOTEL","Saguache","9649","37.85164","-105.43614","130100030604	"
"Merchant Valley","621	","Utah","SNOTEL","Beaver","8705","38.30285","-112.43637","160300070201	"
"Merritt Mountain","1207	","Nevada","SNOTEL","Elko","6908","41.8928","-115.8582","170501020601	"
"Mesa Lakes","622	","Colorado","SNOTEL","Mesa","10000","39.05831","-108.05835","140100051307	"
"MF Nooksack","1011	","Washington","SNOTEL","Whatcom","4970","48.82453","-121.92951","171100040303	"
"Mica Creek","623	","Idaho","SNOTEL","Shoshone","4510","47.15045","-116.26643","170103040604	"
"Michigan Creek","937	","Colorado","SNOTEL","Park","10600","39.43577","-105.91078","101900010404	"
"Midas","1206	","Nevada","SNOTEL","Elko","6635","41.2687","-116.8033","160401060402	"
"Middle Creek","624	","Colorado","SNOTEL","Mineral","11250","37.61978","-107.03482","130100010501	"
"Middle Fork Bradley","1064	","Alaska","SNOTEL","Kenai Peninsula","2300","59.77683","-150.75733","190203011102	"
"Middle Fork Camp","1014	","Colorado","SNOTEL","Grand","8940","39.7956","-106.0273","140100010402	"
"Middle Powder","625	","Wyoming","SNOTEL","Washakie","7760","43.62728","-107.18138","100800080205	"
"Midway Valley","626	","Utah","SNOTEL","Iron","9827","37.56933","-112.83849","160300010101	"
"Milford","2129	","Utah","SCAN","Beaver","5005","38.34196","-113.01053","160300070406	"
"Milk Shakes","1079	","Oregon","SNOTEL","Wallowa","5580","45.9821","-117.94883","170701020201	"
"Mill Creek Summit","627	","Idaho","SNOTEL","Custer","8800","44.47212","-114.48992","170602010501	"
"Mill-D North","628	","Utah","SNOTEL","Salt Lake","8963","40.65883","-111.63683","160202040201	"
"Miller Woods","1084	","Oregon","SNOTEL","Yamhill","420","45.24755","-123.27563","170900080606	"
"Mineral Creek","629	","Colorado","SNOTEL","San Juan","10040","37.84747","-107.72657","140801040103	"
"Mining Fork","631	","Utah","SNOTEL","Tooele","8295","40.49384","-112.61141","160203040503	"
"Moccasin","2119	","Montana","SCAN","Judith Basin","4256","47.05818","-109.95082","100401030508	"
"Molas Lake","632	","Colorado","SNOTEL","San Juan","10500","37.74932","-107.68866","140801040302	"
"Molly Caren #1","2014	","Ohio","SCAN","Madison","1060","39.95","-83.45","050600020102	"
"Mom Creek","1287	","Montana","SNOTEL","Beaverhead","8800","44.77665","-113.12245","100200011202	"
"Monahan Flat","1094	","Alaska","SNOTEL","Matanuska-Susitna","2710","63.30533","-147.64633","190205010304	"
"Monitor Pass","633	","California","SNOTEL","Alpine","8306","38.6683","-119.6087","160502010201	"
"Monocline Ridge","2217	","California","SCAN","Fresno","875","36.54417","-120.55463","180300090904	"
"Monte Cristo","634	","Utah","SNOTEL","Cache","8932","41.46547","-111.49688","160102030201	"
"Monument Creek","949	","Alaska","SNOTEL","Fairbanks North Star","1850","65.07833","-145.87067","190803060402	"
"Monument Peak","635	","Montana","SNOTEL","Park","8850","45.21759","-110.237","100700020902	"
"Moon Pass","1124	","Colorado","SNOTEL","Saguache","11140","37.96661","-106.55837","130100040201	"
"Moonshine","636	","Idaho","SNOTEL","Lemhi","7440","44.4147","-113.39812","170402170201	"
"Moore Creek Bridge","1176	","Alaska","SNOTEL","Skagway","2250","59.58783","-135.2105","190103030203	"
"Moose Creek","638	","Idaho","SNOTEL","Lemhi","6200","45.67008","-113.95315","170602030601	"
"Moose Inc","2062	","Alaska","SCAN","Kenai Cook Inlet","132","59.68333","-151.36667","190203010805	"
"Moraine","1035	","Alaska","SNOTEL","Anchorage","2100","61.37727","-148.99917","190204010103	"
"Mores Creek Summit","637	","Idaho","SNOTEL","Boise","6100","43.932","-115.66588","170501110503	"
"Morgan","2133	","Utah","SCAN","Morgan","5113","40.9999","-111.68555","160201020106	"
"Morgan Creek","639	","Idaho","SNOTEL","Lemhi","7600","44.84237","-114.26871","170602030901	"
"Mormon Mountain","640	","Arizona","SNOTEL","Coconino","7500","34.94109","-111.51849","150200150201	"
"Mormon Mtn Summit","1125	","Arizona","SNOTEL","Coconino","8500","34.96964","-111.50922","150200150202	"
"Morris Farms","2178	","Alabama","SCAN","Macon","220","32.41222","-85.91028","031501100504	"
"Morse Lake","642	","Washington","SNOTEL","Yakima","5410","46.90585","-121.4827","170300020106	"
"Mosby Mtn.","643	","Utah","SNOTEL","Uintah","9553","40.60798","-109.8881","140600100702	"
"Moscow Mountain","989	","Idaho","SNOTEL","Latah","4700","46.805","-116.8535","170603061002	"
"Moses Mtn","644	","Washington","SNOTEL","Okanogan","5010","48.36163","-119.08159","170200061903	"
"Mosquito Ridge","645	","Idaho","SNOTEL","Shoshone","5260","48.05726","-116.23055","170103010101	"
"Moss Peak","646	","Montana","SNOTEL","Lake","6780","47.68493","-113.9623","170102080404	"
"Moss Springs","647	","Oregon","SNOTEL","Union","5760","45.27173","-117.68747","170601040702	"
"Mount Crag","648	","Washington","SNOTEL","Jefferson","3960","47.7637","-123.026","171100180601	"
"Mount Gardner","898	","Washington","SNOTEL","King","2920","47.35768","-121.56812","171100120103	"
"Mount Lockhart","649	","Montana","SNOTEL","Teton","6400","47.91727","-112.8238","100302050102	"
"Mount Mansfield","2041	","Vermont","SCAN","Chittenden","2236","44.53333","-72.83333","041504050201	"
"Mountain Home","2134	","Utah","SCAN","Duchesne","6927","40.37263","-110.40602","140600030802	"
"Mountain Meadows","650	","Idaho","SNOTEL","Idaho","6320","45.69694","-115.22972","170603020301	"
"Mowich","941	","Washington","SNOTEL","Pierce","3160","46.92833","-121.95232","171100140105	"
"Mt Baldy","1224	","Utah","SNOTEL","Sanpete","9524","39.13648","-111.50527","160300040402	"
"Mt Hood Test Site","651	","Oregon","SNOTEL","Clackamas","5370","45.32097","-121.7158","170800010302	"
"Mt Pennell","1269	","Utah","SNOTEL","Garfield","9209","37.97793","-110.7933","140700010502	"
"Mt Rose Ski Area","652	","Nevada","SNOTEL","Washoe","8801","39.31573","-119.89473","160501020304	"
"Mt Vernon","2060	","Missouri","SCAN","Lawrence","1150","37.06667","-93.88333","110702070107	"
"Mt. Alyeska","1103	","Alaska","SNOTEL","Anchorage","1540","60.95983","-149.08617","190203020702	"
"Mt. Eyak","1073	","Alaska","SNOTEL","Valdez-Cordova","1405","60.55","-145.745","190202010200	"
"Mt. Howard","653	","Oregon","SNOTEL","Wallowa","7910","45.26522","-117.17373","170601050102	"
"Mt. Ryan","948	","Alaska","SNOTEL","Fairbanks North Star","2800","65.25113","-146.15133","190803060404	"
"Muckamuck","1259	","Washington","SNOTEL","Okanogan","4470","48.58526","-119.86624","170200062001	"
"Mud Flat","654	","Idaho","SNOTEL","Owyhee","5730","42.6004","-116.55925","170501041401	"
"Mud Ridge","655	","Oregon","SNOTEL","Clackamas","4070","45.25362","-121.73673","170800010302	"
"Mule Creek","656	","Montana","SNOTEL","Beaverhead","8300","45.40957","-112.95927","100200041303	"
"Munson Ridge","950	","Alaska","SNOTEL","Fairbanks North Star","3100","64.85033","-146.20945","190803060602	"
"Myrtle Creek","1053	","Idaho","SNOTEL","Boundary","3520","48.72263","-116.46312","170101040701	"
"N Fk Elk Creek","657	","Montana","SNOTEL","Powell","6250","46.8716","-113.27725","170102031204	"
"N Piedmont Arec","2039	","Virginia","SCAN","Orange","520","38.23333","-78.11667","020801060501	"
"Naknek River","2209	","Alaska","SCAN","Bristol Bay","100","58.67282","-156.56963","190302041502	"
"Nast Lake","658	","Colorado","SNOTEL","Pitkin","8700","39.29722","-106.60694","140100040504	"
"Navajo Whiskey Ck","1138	","New Mexico","SNOTEL","San Juan","9050","36.17728","-108.94691","140802040206	"
"Nenana","2081	","Alaska","SCAN","Yukon-Koyukuk","415","64.68582","-148.9113","190803090803	"
"Nephi","2137	","Utah","SCAN","Juab","5245","39.64554","-111.87044","160202010101	"
"Nevada Ridge","903	","Montana","SNOTEL","Lewis And Clark","7020","46.84234","-112.50787","170102030302	"
"Never Summer","1031	","Colorado","SNOTEL","Jackson","10280","40.40405","-105.95583","101800010401	"
"New Crescent Lake","660	","Oregon","SNOTEL","Klamath","4910","43.51185","-121.97982","170703020205	"
"New Fork Lake","661	","Wyoming","SNOTEL","Sublette","8340","43.11265","-109.94947","140401020201	"
"Nez Perce Camp","662	","Montana","SNOTEL","Ravalli","5650","45.73107","-114.48075","170102050204	"
"Niwot","663	","Colorado","SNOTEL","Boulder","9910","40.03523","-105.54426","101900050401	"
"Noisy Basin","664	","Montana","SNOTEL","Flathead","6040","48.15678","-113.94637","170102080208	"
"North Costilla","665	","New Mexico","SNOTEL","Taos","10600","36.99378","-105.25963","130201010101	"
"North Fork","666	","Oregon","SNOTEL","Multnomah","3060","45.5505","-122.00283","170800010503	"
"North Fork Jocko","667	","Montana","SNOTEL","Missoula","6330","47.2726","-113.75617","170102120702	"
"North French Creek","668	","Wyoming","SNOTEL","Carbon","10130","41.3308","-106.37555","101800020502	"
"North Issaquena","2087	","Mississippi","SCAN","Issaquena","112","32.9972","-91.05993","080302090304	"
"North Lost Trail","669	","Colorado","SNOTEL","Gunnison","9200","39.07813","-107.14389","140100040703	"
"North Rapid Creek","920	","South Dakota","SNOTEL","Lawrence","6130","44.20617","-103.78758","101201100101	"
"Northeast Entrance","670	","Montana","SNOTEL","Yellowstone National Park","7350","45.00565","-110.01406","100700010602	"
"Nuka Glacier","1037	","Alaska","SNOTEL","Kenai Peninsula","1250","59.69867","-150.70967","190203011101	"
"Nunn #1","2017	","Colorado","SCAN","Weld","5900","40.86667","-104.73333","101900080301	"
"Nutrioso","1127	","Arizona","SNOTEL","Apache","8500","33.89747","-109.15517","150400040301	"
"Oak Creek","1146	","Utah","SNOTEL","Millard","7850","39.3485","-112.32639","160300051505	"
"Ochoco Meadows","671	","Oregon","SNOTEL","Crook","5430","44.42917","-120.3311","170703050201	"
"Olallie Meadows","672	","Washington","SNOTEL","King","4030","47.37406","-121.44213","171100100301	"
"Old Battle","673	","Wyoming","SNOTEL","Carbon","10000","41.15397","-106.96937","101800020901	"
"Onion Park","1008	","Montana","SNOTEL","Meagher","7410","46.91348","-110.8536","100301030801	"
"Onward","2033	","Mississippi","SCAN","Sharkey","100","32.75","-90.93333","080302090605	"
"Orchard Range Site","674	","Idaho","SCAN","Ada","3200","43.32268","-115.99643","170501010901	"
"Overland Res.","675	","Colorado","SNOTEL","Delta","9840","39.09056","-107.63472","140200040101	"
"Owl Creek","676	","Wyoming","SNOTEL","Hot Springs","8975","43.65868","-109.00988","100800070103	"
"Oxford Spring","677	","Idaho","SNOTEL","Oneida","6740","42.26015","-112.12515","160102040206	"
"Palo","1170	","New Mexico","SNOTEL","Taos","9350","36.40848","-105.33063","130201010601	"
"Panguitch","2157	","Utah","SCAN","Garfield","6534","37.86975","-112.43437","160300010502	"
"Panguitch Lake RS","1148	","Utah","SNOTEL","Garfield","8350","37.70463","-112.65037","160300010402	"
"Paradise","679	","Washington","SNOTEL","Pierce","5130","46.78265","-121.74765","171100150104	"
"Pargon Creek","986	","Alaska","SNOTEL","Nome","100","64.9935","-163.10317","190501040905	"
"Park Cone","680	","Colorado","SNOTEL","Gunnison","9600","38.81996","-106.58974","140200010107	"
"Park Creek Ridge","681	","Washington","SNOTEL","Chelan","4600","48.44488","-120.91551","170200090106	"
"Park Reservoir","682	","Colorado","SNOTEL","Delta","9960","39.04644","-107.87414","140200050111	"
"Park Valley","2153	","Utah","SCAN","Box Elder","5098","41.77318","-113.28596","160203081407	"
"Parker Peak","683	","Wyoming","SNOTEL","Park","9400","44.73396","-109.91484","100700010502	"
"Parleys Summit","684	","Utah","SNOTEL","Summit","7585","40.76184","-111.62917","160201020103	"
"Parrish Creek","971	","Utah","SNOTEL","Davis","7740","40.93417","-111.81372","160201020501	"
"Payson R.S.","686	","Utah","SNOTEL","Utah","8044","39.92976","-111.63109","160202020601	"
"Peavine Ridge","687	","Oregon","SNOTEL","Clackamas","3420","45.04148","-121.93252","170900110306	"
"Pee Dee","2037	","South Carolina","SCAN","Darlington","120","34.3","-79.73333","030402010809	"
"Pepper Creek","1104	","Washington","SNOTEL","Skamania","2140","46.10242","-121.95555","170800020111	"
"Perdido Riv Farms","2181	","Alabama","SCAN","Escambia","299","31.10923","-87.55277","031401060101	"
"Perthshire","2046	","Mississippi","SCAN","Bolivar","200","33.96667","-90.9","080302071101	"
"Peterson Meadows","930	","Montana","SNOTEL","Granite","7200","46.12588","-113.30792","170102020101	"
"Phantom Valley","688	","Colorado","SNOTEL","Grand","9030","40.39937","-105.84757","140100010302	"
"Phillips Bench","689	","Wyoming","SNOTEL","Teton","8200","43.51687","-110.91258","170401030504	"
"Phillipsburg","2093	","Kansas","SCAN","Phillips","1986","39.78638","-99.32953","102600120103	"
"Pickfoot Creek","690	","Montana","SNOTEL","Meagher","6650","46.57978","-111.26832","100301030501	"
"Pickle Keg","691	","Utah","SNOTEL","Sevier","9020","39.01219","-111.58259","160300030402	"
"Pierce R.S.","1142	","Idaho","SNOTEL","Clearwater","3080","46.49597","-115.7957","170603060401	"
"Pigtail Peak","692	","Washington","SNOTEL","Yakima","5800","46.62153","-121.38643","170300020301	"
"Pike Creek","693	","Montana","SNOTEL","Pondera","5930","48.30305","-113.32868","100302010103	"
"Pine Creek","694	","Utah","SNOTEL","Millard","8734","38.88185","-112.24915","160300051307	"
"Pine Creek Pass","695	","Idaho","SNOTEL","Teton","6720","43.56998","-111.21157","170402040101	"
"Pine Nut","2144	","Nevada","SCAN","Clark","6780","36.57285","-115.20422","150100150202	"
"Pinto Rock","1263	","Washington","SNOTEL","Skamania","4440","46.32318","-121.94219","170800040405	"
"Placer Basin","696	","Montana","SNOTEL","Sweet Grass","8830","45.41905","-110.08844","100700020701	"
"Pocket Creek","1133	","Wyoming","SNOTEL","Sublette","9360","42.7121","-109.4112","140401020505	"
"Poison Flat","697	","California","SNOTEL","Alpine","7736","38.50576","-119.62624","160502010102	"
"Pole Canyon","1244	","Nevada","SNOTEL","Elko","7760","40.86293","-115.12067","160600071101	"
"Pole Creek R.S.","698	","Nevada","SNOTEL","Elko","8360","41.87255","-115.24713","170501021002	"
"Poorman Creek","932	","Montana","SNOTEL","Lincoln","5100","48.12672","-115.62333","170101011301	"
"Pope Ridge","699	","Washington","SNOTEL","Chelan","3590","47.9909","-120.56622","170200100204	"
"Porcupine","700	","Montana","SNOTEL","Park","6500","46.11192","-110.4696","100700030303	"
"Porphyry Creek","701	","Colorado","SNOTEL","Gunnison","10760","38.48884","-106.33965","140200030105	"
"Port Graham","987	","Alaska","SNOTEL","Kenai Peninsula","300","59.35065","-151.84768","190203011208	"
"Porter Canyon","2170	","Nevada","SCAN","Lander","7187","39.46544","-117.62069","160600020102	"
"Potato Hill","702	","Washington","SNOTEL","Yakima","4510","46.34963","-121.51435","170800040303	"
"Powder Mill","2049	","Maryland","SCAN","Prince George'S","105","39.01667","-76.85","020700100203	"
"Powder River Pass","703	","Wyoming","SNOTEL","Johnson","9480","44.16188","-107.12622","100800080304	"
"Powell Gardens","2061	","Missouri","SCAN","Johnson","960","38.86667","-94.03333","103001040102	"
"Prairie","704	","Idaho","SNOTEL","Elmore","4800","43.50513","-115.573","170501131103	"
"Prairie View #1","2016	","Texas","SCAN","Waller","270","30.08333","-95.98333","120401020101	"
"Price","2132	","Utah","SCAN","Carbon","5637","39.53288","-110.80604","140600070603	"
"Princeton #1","2005	","Kentucky","SCAN","Caldwell","615","37.1","-87.83333","051402050301	"
"Promontory","705	","Arizona","SNOTEL","Coconino","7930","34.36824","-111.01084","150200080306	"
"Prudhoe Bay","1177	","Alaska","SNOTEL","North Slope","30","70.26666","-148.56666","190604010102	"
"Pua Akala","2098	","Hawaii","SCAN","Hawaii","6394","19.79264","-155.33183","200100000405	"
"Quartz Mountain","706	","Oregon","SNOTEL","Lake","5720","42.31923","-120.82533","180102020404	"
"Quartz Peak","707	","Washington","SNOTEL","Spokane","4700","47.87927","-117.08938","170103080302	"
"Quemazon","708	","New Mexico","SNOTEL","Los Alamos","9500","35.92244","-106.39203","130201011303	"
"Rabbit Ears","709	","Colorado","SNOTEL","Routt","9400","40.36783","-106.74038","140500010402	"
"Ragged Mountain","1081	","Idaho","SNOTEL","Kootenai","4210","47.85583","-117.03667","170103050302	"
"Railroad Overpass","710	","Oregon","SNOTEL","Lane","2680","43.65887","-122.21272","170900010302	"
"Rainbow Canyon","1110	","Nevada","SNOTEL","Clark","7860","36.2493","-115.62972","150100150301	"
"Rainy Pass","711	","Washington","SNOTEL","Chelan","4890","48.51865","-120.7358","171100050503	"
"Rawah","1032	","Colorado","SNOTEL","Jackson","9020","40.7075","-106.0076","101800010603	"
"Red Hill","712	","Oregon","SNOTEL","Hood River","4410","45.4643","-121.70428","170701050505	"
"Red Mountain Pass","713	","Colorado","SNOTEL","San Juan","11200","37.8918","-107.71342","140801040103	"
"Red Pine Ridge","714	","Utah","SNOTEL","Emery","8988","39.45197","-111.27221","140600090202	"
"Red River Pass #2","715	","New Mexico","SNOTEL","Colfax","9850","36.69925","-105.34125","130201010301	"
"Redden Mine Lwr","1225	","Utah","SNOTEL","Summit","8532","40.67505","-111.21765","160201010103	"
"Rees Flat","1217	","Utah","SNOTEL","Juab","7206","39.49667","-111.72508","160300050202	"
"Reese Center","2104	","Texas","SCAN","Lubbock","3333","33.61536","-102.03869","120500011203	"
"Reno Hill","716	","Wyoming","SNOTEL","Natrona","8400","42.57111","-106.08889","101800070901	"
"Rex River","911	","Washington","SNOTEL","King","3810","47.30218","-121.60475","171100120102	"
"Reynolds Creek","2029	","Idaho","SNOTEL","Owyhee","5600","43.28863","-116.8431","170501030604	"
"Reynolds Homestead","2089	","Virginia","SCAN","Patrick","1127","36.63333","-80.13333","030101030407	"
"Rice Park","933	","New Mexico","SNOTEL","Cibola","8460","35.23333","-108.26667","130202070203	"
"Riesel","2199	","Texas","SCAN","Falls","539","31.47907","-96.88162","120701010206	"
"Rio Santa Barbara","1254	","New Mexico","SNOTEL","Taos","10664","36.07192","-105.62947","130201010905	"
"Ripple Creek","717	","Colorado","SNOTEL","Rio Blanco","10340","40.10812","-107.29411","140500050102	"
"River Road Farms","2182	","Alabama","SCAN","Houston","107","31.01912","-85.03693","031300040801	"
"Roach","718	","Colorado","SNOTEL","Larimer","9700","40.87502","-106.04603","101800100106	"
"Roaring River","719	","Oregon","SNOTEL","Lane","4950","43.90098","-122.03063","170900040302	"
"Rock Creek","720	","Utah","SNOTEL","Duchesne","7886","40.54875","-110.69292","140600030304	"
"Rock Springs","721	","Oregon","SNOTEL","Grant","5290","44.00883","-118.83842","170501160204	"
"Rock Springs Pa","2036	","Pennsylvania","SCAN","Centre","1220","40.71667","-77.93333","020503020404	"
"Rocker Peak","722	","Montana","SNOTEL","Jefferson","8000","46.35613","-112.26176","100200060302	"
"Rocky Basin-Settleme","723	","Utah","SNOTEL","Tooele","8704","40.44293","-112.22377","160203040401	"
"Rocky Boy","917	","Montana","SNOTEL","Hill","4700","48.17478","-109.64728","100500040101	"
"Rocky Point","973	","Alaska","SNOTEL","Nome","250","64.53482","-163.4214","190501041103	"
"Rogers Farm #1","2001	","Nebraska","SCAN","Lancaster","1215","40.85","-96.46667","102002030905	"
"Rough And Tumble","939	","Colorado","SNOTEL","Park","10360","39.03333","-106.08333","101900010202	"
"Rubicon #2","724	","California","SNOTEL","El Dorado","7619","38.99927","-120.13139","160501010402	"
"S Fork Shields","725	","Montana","SNOTEL","Park","8100","46.0896","-110.43363","100700030301	"
"Sacajawea","929	","Montana","SNOTEL","Gallatin","6550","45.87395","-110.92783","100700030403	"
"Saddle Mountain","726	","Oregon","SNOTEL","Washington","3110","45.54477","-123.37315","170900100201	"
"Saddle Mtn.","727	","Montana","SNOTEL","Beaverhead","7940","45.69259","-113.96828","170102050502	"
"Sage Creek Basin","1015	","Wyoming","SNOTEL","Carbon","7850","41.401","-107.25717","101800020802	"
"Sagwon","1183	","Alaska","SNOTEL","North Slope","1000","69.42417","-148.6925","190604010905	"
"Saint Elmo","1100	","Colorado","SNOTEL","Chaffee","10540","38.69978","-106.36801","110200010501	"
"Salmon Meadows","728	","Washington","SNOTEL","Okanogan","4460","48.65518","-119.8383","170200062003	"
"Salt Creek Falls","729	","Oregon","SNOTEL","Lane","4220","43.61193","-122.11758","170900010301	"
"Salt River Summit","730	","Wyoming","SNOTEL","Lincoln","7640","42.5075","-110.9099","170401050101	"
"San Angelo","2200	","Texas","SCAN","Tom Green","1970","31.5496","-100.50748","120901040509	"
"San Antonio Sink","1172	","New Mexico","SNOTEL","Rio Arriba","9100","36.8622","-106.22502","130100050301	"
"Sand Hollow","2159	","Utah","SCAN","Washington","3088","37.10516","-113.35615","150100080907	"
"Sand Lake","731	","Wyoming","SNOTEL","Carbon","10050","41.46257","-106.28107","101800040101	"
"Sandstone RS","732	","Wyoming","SNOTEL","Carbon","8150","41.11172","-107.1706","140500030208	"
"Sandy Ridge","2109	","Mississippi","SCAN","Sunflower","138","33.65911","-90.57297","080302070406	"
"Santa Fe","922	","New Mexico","SNOTEL","Santa Fe","11445","35.76694","-105.78333","130202010102	"
"Santaquin Meadows","1280	","Utah","SNOTEL","Utah","7835","39.92076","-111.71802","160202010301	"
"Santiam Jct.","733	","Oregon","SNOTEL","Linn","3740","44.43503","-121.94502","170900040201	"
"Sargents Mesa","1128	","Colorado","SNOTEL","Saguache","11530","38.28555","-106.37069","130100040306	"
"Sasse Ridge","734	","Washington","SNOTEL","Kittitas","4340","47.38485","-121.06323","170300010104	"
"Satus Pass","1231	","Washington","SNOTEL","Klickitat","3960","45.98797","-120.67734","170701060301	"
"Savage Pass","735	","Idaho","SNOTEL","Idaho","6190","46.46633","-114.63333","170603030208	"
"Sawmill Ridge","1068	","Washington","SNOTEL","King","4640","47.15992","-121.42172","171100130104	"
"Sawtooth","1251	","Colorado","SNOTEL","Boulder","9620","40.13697","-105.58625","101900050102	"
"Schell-Osage","2193	","Missouri","SCAN","St. Clair","793","37.9872","-94.0364","102901050206	"
"Schneider Meadows","736	","Oregon","SNOTEL","Baker","5400","45.00107","-117.16522","170502010603	"
"Schofield Pass","737	","Colorado","SNOTEL","Gunnison","10700","39.01522","-107.04877","140100040701	"
"Schor Garden","2063	","Alaska","SCAN","Kenai Peninsula","393","59.68333","-151.38333","190203010806	"
"Schwartz Lake","915	","Idaho","SNOTEL","Lemhi","8630","44.84618","-113.83732","170602040604	"
"Schweitzer Basin","738	","Idaho","SNOTEL","Bonner","6090","48.37428","-116.63917","170102150502	"
"Scotch Creek","739	","Colorado","SNOTEL","Dolores","9100","37.64556","-108.00786","140300020204	"
"Scott","2070	","Mississippi","SCAN","Bolivar","165","33.61667","-91.1","080302071801	"
"Secesh Summit","740	","Idaho","SNOTEL","Valley","6540","45.18848","-115.97152","170501230101	"
"Sedgwick Peak","741	","Idaho","SNOTEL","Bannock","7850","42.52497","-111.95635","170402080209	"
"Seeley Creek","742	","Utah","SNOTEL","Sanpete","9904","39.31042","-111.43297","140600090203	"
"Seine Creek","743	","Oregon","SNOTEL","Washington","2060","45.52688","-123.29857","170900100203	"
"Sellers Lake #1","2012	","Florida","SCAN","Lake","75","29.1","-81.63333","030801011704	"
"Selma","2176	","Alabama","SCAN","Dallas","140","32.40392","-86.89137","031502011205	"
"Senorita Divide #2","744	","New Mexico","SNOTEL","Rio Arriba","8600","36.00198","-106.83348","130202020102	"
"Sentinel Butte","1043	","Washington","SNOTEL","Ferry","4680","48.86133","-118.39843","170200021705	"
"Sevenmile Marsh","745	","Oregon","SNOTEL","Klamath","5700","42.69825","-122.14165","180102030104	"
"Seventysix Creek","746	","Nevada","SNOTEL","Elko","7350","41.73732","-115.47215","170501020108	"
"Sevilleta","2171	","New Mexico","SCAN","Socorro","5233","34.35813","-106.69127","130202030703	"
"Shadow Mtns","2186	","California","SCAN","San Bernardino","3643","35.46607","-115.7151","180902031105	"
"Shagbark Hills","2068	","Iowa","SCAN","Woodbury","1400","42.43333","-95.76667","102300031501	"
"Shanghi Summit","747	","Idaho","SNOTEL","Clearwater","4600","46.56603","-115.74216","170603070602	"
"Sharkstooth","1060	","Colorado","SNOTEL","Montezuma","10720","37.50357","-108.11373","140300020206	"
"Sheep Canyon","748	","Washington","SNOTEL","Cowlitz","3990","46.19325","-122.25393","170800050601	"
"Sheep Mtn.","749	","Idaho","SNOTEL","Bingham","6650","43.2103","-111.68792","170402050304	"
"Sheldon","750	","Nevada","SCAN","Washoe","5865","41.90435","-119.44464","171200080106	"
"Shell Creek","751	","Wyoming","SNOTEL","Big Horn","9580","44.50012","-107.42947","100800100101	"
"Shenandoah","2088	","Virginia","SCAN","Augusta","1763","37.91667","-79.2","020802020402	"
"Sherwin","752	","Idaho","SNOTEL","Latah","3200","46.95028","-116.33972","170103040703	"
"Short Creek","753	","Montana","SNOTEL","Madison","7000","44.97572","-111.95215","100200030106	"
"Shower Falls","754	","Montana","SNOTEL","Gallatin","8100","45.40125","-110.95758","100200081001	"
"Shuree","1169	","New Mexico","SNOTEL","Colfax","10100","36.78778","-105.23999","130201010102	"
"Sidney","2120	","Montana","SCAN","Richland","2274","47.77102","-104.247","101000042503	"
"Sierra Blanca","1034	","New Mexico","SNOTEL","Lincoln","10280","33.40472","-105.78722","130600080103	"
"Signal Peak","755	","New Mexico","SNOTEL","Grant","8360","32.92401","-108.14538","150400010803	"
"Silver City","2086	","Mississippi","SCAN","Humphreys","115","33.0875","-90.51151","080302071705	"
